card_id,front,back,answer,russian,japanese,pos,imperfective,perfective,source_rounds,source_sections,tags,needs_review,include_in_app
app500_m0210,обы́чный по́езд,"答え：普通列車
品詞：名詞句
性：男性
出題回：62
出題区分：和文露訳
文脈：夏休み旅行",普通列車,обы́чный по́езд,普通列車,名詞句,,,62,和文露訳,ロシア語2級;vocab;名詞句;第62回,要確認,候補
app500_m0211,при́рода,"答え：自然
品詞：名詞
性：女性
出題回：62
出題区分：和文露訳
文脈：子どもの夏休み",自然,при́рода,自然,名詞,,,62,和文露訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0212,чте́ние,"答え：読書
品詞：名詞
性：中性
出題回：62
出題区分：和文露訳
文脈：子どもの夏休み",読書,чте́ние,読書,名詞,,,62,和文露訳,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0213,авто́бус,"答え：バス
品詞：名詞
性：男性
出題回：62
出題区分：聴取
文脈：モスクワの住居",バス,авто́бус,バス,名詞,,,62,聴取,ロシア語2級;vocab;名詞;第62回,要確認,候補
app500_m0214,часто употребля́емые слова́,"答え：頻繁に使われる単語
品詞：表現
出題回：62
出題区分：露文和訳
文脈：語彙学習",頻繁に使われる単語,часто употребля́емые слова́,頻繁に使われる単語,表現,,,62,露文和訳,ロシア語2級;phrase;表現;第62回,要確認,候補
app500_m0215,зави́сеть от профе́ссии,"答え：職業によって異なる
品詞：表現
出題回：62
出題区分：露文和訳
文脈：語彙学習",職業によって異なる,зави́сеть от профе́ссии,職業によって異なる,表現,,,62,露文和訳,ロシア語2級;phrase;表現;第62回,要確認,候補
app500_m0216,ле́то в Япо́нии,"答え：日本の夏
品詞：名詞句
性：中性
出題回：86
出題区分：口頭作文
文脈：日本の夏",日本の夏,ле́то в Япо́нии,日本の夏,名詞句,,,86,口頭作文,ロシア語2級;vocab;名詞句;第86回,要確認,候補
app500_m0217,вла́жность,"答え：湿度
品詞：名詞
性：女性
出題回：86
出題区分：口頭作文
文脈：日本の夏",湿度,вла́жность,湿度,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0218,сезо́н дожде́й,"答え：梅雨・雨季
品詞：名詞句
性：男性
出題回：86
出題区分：口頭作文
文脈：日本の夏",梅雨・雨季,сезо́н дожде́й,梅雨・雨季,名詞句,,,86,口頭作文,ロシア語2級;vocab;名詞句;第86回,要確認,候補
app500_m0219,кондиционе́р,"答え：エアコン
品詞：名詞
性：男性
出題回：86
出題区分：口頭作文
文脈：日本の夏",エアコン,кондиционе́р,エアコン,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0220,фейерве́рк,"答え：花火
品詞：名詞
性：男性
出題回：86
出題区分：口頭作文
文脈：日本の夏",花火,фейерве́рк,花火,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0221,фестива́ль,"答え：祭り・フェスティバル
品詞：名詞
性：男性
出題回：86
出題区分：口頭作文
文脈：日本の夏",祭り・フェスティバル,фестива́ль,祭り・フェスティバル,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0222,моро́женое,"答え：アイスクリーム
品詞：名詞
性：中性
出題回：86
出題区分：口頭作文
文脈：日本の夏",アイスクリーム,моро́женое,アイスクリーム,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0223,пляж,"答え：海水浴場・浜辺
品詞：名詞
性：男性
出題回：86
出題区分：口頭作文
文脈：日本の夏",海水浴場・浜辺,пляж,海水浴場・浜辺,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0224,тради́ция,"答え：伝統
品詞：名詞
性：女性
出題回：86
出題区分：口頭作文
文脈：日本の夏",伝統,тради́ция,伝統,名詞,,,86,口頭作文,ロシア語2級;vocab;名詞;第86回,要確認,候補
app500_m0225,сильно́ жа́рко,"答え：とても暑い
品詞：表現
出題回：86
出題区分：口頭作文
文脈：日本の夏",とても暑い,сильно́ жа́рко,とても暑い,表現,,,86,口頭作文,ロシア語2級;vocab;表現;第86回,要確認,候補
app500_m0226,причастие,"答え：形動詞
品詞：名詞
性：中性
出題回：74;84
出題区分：文法IV
文脈：形動詞",形動詞,причастие,形動詞,名詞,,,74;84,文法IV,ロシア語2級;grammar;名詞;第74;第84回,要確認,候補
app500_m0227,дееприча́стие,"答え：副動詞
品詞：名詞
性：中性
出題回：74;84;70
出題区分：文法IV
文脈：副動詞",副動詞,дееприча́стие,副動詞,名詞,,,74;84;70,文法IV,ロシア語2級;grammar;名詞;第74;第84;第70回,要確認,候補
app500_m0228,верну́вшийся,"答え：戻ってきた〜
品詞：形動詞
出題回：84
出題区分：文法IV
文脈：形動詞",戻ってきた〜,верну́вшийся,戻ってきた〜,形動詞,,,84,文法IV,ロシア語2級;grammar;形動詞;第84回,要確認,候補
app500_m0229,поступи́вший,"答え：入学した・到着した〜
品詞：形動詞
出題回：84
出題区分：文法IV
文脈：形動詞",入学した・到着した〜,поступи́вший,入学した・到着した〜,形動詞,,,84,文法IV,ロシア語2級;grammar;形動詞;第84回,要確認,候補
app500_m0230,поста́вленный,"答え：置かれた・設置された〜
品詞：形動詞
出題回：84
出題区分：文法IV
文脈：形動詞",置かれた・設置された〜,поста́вленный,置かれた・設置された〜,形動詞,,,84,文法IV,ロシア語2級;grammar;形動詞;第84回,要確認,候補
app500_m0231,лежа́щий,"答え：横たわっている〜
品詞：形動詞
出題回：74
出題区分：文法IV
文脈：形動詞",横たわっている〜,лежа́щий,横たわっている〜,形動詞,,,74,文法IV,ロシア語2級;grammar;形動詞;第74回,要確認,候補
app500_m0232,переведённый,"答え：翻訳された〜
品詞：形動詞
出題回：74
出題区分：文法IV
文脈：形動詞",翻訳された〜,переведённый,翻訳された〜,形動詞,,,74,文法IV,ロシア語2級;grammar;形動詞;第74回,要確認,候補
app500_m0233,издава́емый,"答え：出版される〜
品詞：形動詞
出題回：74
出題区分：文法IV
文脈：形動詞",出版される〜,издава́емый,出版される〜,形動詞,,,74,文法IV,ロシア語2級;grammar;形動詞;第74回,要確認,候補
app500_m0234,ответив,"答え：答えてから
品詞：副動詞
出題回：74
出題区分：文法IV
文脈：副動詞",答えてから,ответив,答えてから,副動詞,,,74,文法IV,ロシア語2級;grammar;副動詞;第74回,要確認,候補
app500_m0235,подня́вшись,"答え：上がってから
品詞：副動詞
出題回：74
出題区分：文法IV
文脈：副動詞",上がってから,подня́вшись,上がってから,副動詞,,,74,文法IV,ロシア語2級;grammar;副動詞;第74回,要確認,候補
app500_m0236,бу́дучи,"答え：〜でありながら・〜として
品詞：副動詞
出題回：74
出題区分：文法IV
文脈：副動詞",〜でありながら・〜として,бу́дучи,〜でありながら・〜として,副動詞,,,74,文法IV,ロシア語2級;grammar;副動詞;第74回,要確認,候補
app500_m0237,интересу́ясь,"答え：興味を持ちながら
品詞：副動詞
出題回：70
出題区分：文法IV
文脈：副動詞",興味を持ちながら,интересу́ясь,興味を持ちながら,副動詞,,,70,文法IV,ロシア語2級;grammar;副動詞;第70回,要確認,候補
app500_m0238,начина́ть — нача́ть,"答え：始める
品詞：動詞
不完了体：начина́ть
完了体：нача́ть
出典候補：第66回
状態：校正用・未確認",始める,начина́ть — нача́ть,始める,動詞,начина́ть,нача́ть,66,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0239,конча́ть — ко́нчить,"答え：終える
品詞：動詞
不完了体：конча́ть
完了体：ко́нчить
出典候補：第68回
状態：校正用・未確認",終える,конча́ть — ко́нчить,終える,動詞,конча́ть,ко́нчить,68,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0240,зако́нчивать — зако́нчить,"答え：終える／卒業する
品詞：動詞
不完了体：зако́нчивать
完了体：зако́нчить
出典候補：第70回
状態：校正用・未確認",終える／卒業する,зако́нчивать — зако́нчить,終える／卒業する,動詞,зако́нчивать,зако́нчить,70,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0241,продолжа́ть — продо́лжить,"答え：続ける
品詞：動詞
不完了体：продолжа́ть
完了体：продо́лжить
出典候補：第72回
状態：校正用・未確認",続ける,продолжа́ть — продо́лжить,続ける,動詞,продолжа́ть,продо́лжить,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0242,показыва́ть — показа́ть,"答え：見せる／示す
品詞：動詞
不完了体：показыва́ть
完了体：показа́ть
出典候補：第74回
状態：校正用・未確認",見せる／示す,показыва́ть — показа́ть,見せる／示す,動詞,показыва́ть,показа́ть,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0243,повторя́ть — повтори́ть,"答え：繰り返す／復習する
品詞：動詞
不完了体：повторя́ть
完了体：повтори́ть
出典候補：第78回
状態：校正用・未確認",繰り返す／復習する,повторя́ть — повтори́ть,繰り返す／復習する,動詞,повторя́ть,повтори́ть,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0244,исправля́ть — испра́вить,"答え：直す／修正する
品詞：動詞
不完了体：исправля́ть
完了体：испра́вить
出典候補：第84回
状態：校正用・未確認",直す／修正する,исправля́ть — испра́вить,直す／修正する,動詞,исправля́ть,испра́вить,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0245,вспомина́ть — вспо́мнить,"答え：思い出す
品詞：動詞
不完了体：вспомина́ть
完了体：вспо́мнить
出典候補：第60回
状態：校正用・未確認",思い出す,вспомина́ть — вспо́мнить,思い出す,動詞,вспомина́ть,вспо́мнить,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0246,забыва́ть — забы́ть,"答え：忘れる
品詞：動詞
不完了体：забыва́ть
完了体：забы́ть
出典候補：第62回
状態：校正用・未確認",忘れる,забыва́ть — забы́ть,忘れる,動詞,забыва́ть,забы́ть,62,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0247,помога́ть — помо́чь,"答え：助ける
品詞：動詞
不完了体：помога́ть
完了体：помо́чь
出典候補：第64回
状態：校正用・未確認",助ける,помога́ть — помо́чь,助ける,動詞,помога́ть,помо́чь,64,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0248,сове́товать — посове́товать,"答え：助言する
品詞：動詞
不完了体：сове́товать
完了体：посове́товать
出典候補：第66回
状態：校正用・未確認",助言する,сове́товать — посове́товать,助言する,動詞,сове́товать,посове́товать,66,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0249,ограни́чивать — ограни́чить,"答え：制限する
品詞：動詞
不完了体：ограни́чивать
完了体：ограни́чить
出典候補：第68回
状態：校正用・未確認",制限する,ограни́чивать — ограни́чить,制限する,動詞,ограни́чивать,ограни́чить,68,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0250,разреша́ть — разреши́ть,"答え：許可する／解決する
品詞：動詞
不完了体：разреша́ть
完了体：разреши́ть
出典候補：第70回
状態：校正用・未確認",許可する／解決する,разреша́ть — разреши́ть,許可する／解決する,動詞,разреша́ть,разреши́ть,70,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0251,запреща́ть — запрети́ть,"答え：禁止する
品詞：動詞
不完了体：запреща́ть
完了体：запрети́ть
出典候補：第72回
状態：校正用・未確認",禁止する,запреща́ть — запрети́ть,禁止する,動詞,запреща́ть,запрети́ть,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0252,увели́чивать — увели́чить,"答え：増やす
品詞：動詞
不完了体：увели́чивать
完了体：увели́чить
出典候補：第74回
状態：校正用・未確認",増やす,увели́чивать — увели́чить,増やす,動詞,увели́чивать,увели́чить,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0253,уменьша́ть — уме́ньшить,"答え：減らす
品詞：動詞
不完了体：уменьша́ть
完了体：уме́ньшить
出典候補：第76回
状態：校正用・未確認",減らす,уменьша́ть — уме́ньшить,減らす,動詞,уменьша́ть,уме́ньшить,76,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0254,снижа́ть — сни́зить,"答え：下げる／低下させる
品詞：動詞
不完了体：снижа́ть
完了体：сни́зить
出典候補：第78回
状態：校正用・未確認",下げる／低下させる,снижа́ть — сни́зить,下げる／低下させる,動詞,снижа́ть,сни́зить,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0255,повыша́ть — повы́сить,"答え：高める／上げる
品詞：動詞
不完了体：повыша́ть
完了体：повы́сить
出典候補：第82回
状態：校正用・未確認",高める／上げる,повыша́ть — повы́сить,高める／上げる,動詞,повыша́ть,повы́сить,82,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0256,улучша́ть — улу́чшить,"答え：改善する
品詞：動詞
不完了体：улучша́ть
完了体：улу́чшить
出典候補：第84回
状態：校正用・未確認",改善する,улучша́ть — улу́чшить,改善する,動詞,улучша́ть,улу́чшить,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0257,ухудша́ть — уху́дшить,"答え：悪化させる
品詞：動詞
不完了体：ухудша́ть
完了体：уху́дшить
出典候補：第86回
状態：校正用・未確認",悪化させる,ухудша́ть — уху́дшить,悪化させる,動詞,ухудша́ть,уху́дшить,86,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0258,меня́ть — поменя́ть,"答え：変える
品詞：動詞
不完了体：меня́ть
完了体：поменя́ть
出典候補：第60回
状態：校正用・未確認",変える,меня́ть — поменя́ть,変える,動詞,меня́ть,поменя́ть,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0259,изменя́ть — измени́ть,"答え：変更する／変化させる
品詞：動詞
不完了体：изменя́ть
完了体：измени́ть
出典候補：第62回
状態：校正用・未確認",変更する／変化させる,изменя́ть — измени́ть,変更する／変化させる,動詞,изменя́ть,измени́ть,62,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0260,сравнива́ть — сравни́ть,"答え：比較する
品詞：動詞
不完了体：сравнива́ть
完了体：сравни́ть
出典候補：第64回
状態：校正用・未確認",比較する,сравнива́ть — сравни́ть,比較する,動詞,сравнива́ть,сравни́ть,64,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0261,оценива́ть — оцени́ть,"答え：評価する
品詞：動詞
不完了体：оценива́ть
完了体：оцени́ть
出典候補：第66回
状態：校正用・未確認",評価する,оценива́ть — оцени́ть,評価する,動詞,оценива́ть,оцени́ть,66,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0262,выбира́ть — вы́брать,"答え：選ぶ
品詞：動詞
不完了体：выбира́ть
完了体：вы́брать
出典候補：第68回
状態：校正用・未確認",選ぶ,выбира́ть — вы́брать,選ぶ,動詞,выбира́ть,вы́брать,68,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0263,реша́ть — реши́ть,"答え：解く／決める
品詞：動詞
不完了体：реша́ть
完了体：реши́ть
出典候補：第70回
状態：校正用・未確認",解く／決める,реша́ть — реши́ть,解く／決める,動詞,реша́ть,реши́ть,70,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0264,получа́ть — получи́ть,"答え：受け取る／得る
品詞：動詞
不完了体：получа́ть
完了体：получи́ть
出典候補：第72回
状態：校正用・未確認",受け取る／得る,получа́ть — получи́ть,受け取る／得る,動詞,получа́ть,получи́ть,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0265,передава́ть — переда́ть,"答え：渡す／伝える
品詞：動詞
不完了体：передава́ть
完了体：переда́ть
出典候補：第74回
状態：校正用・未確認",渡す／伝える,передава́ть — переда́ть,渡す／伝える,動詞,передава́ть,переда́ть,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0266,отправля́ть — отпра́вить,"答え：送る
品詞：動詞
不完了体：отправля́ть
完了体：отпра́вить
出典候補：第76回
状態：校正用・未確認",送る,отправля́ть — отпра́вить,送る,動詞,отправля́ть,отпра́вить,76,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0267,посыла́ть — посла́ть,"答え：送る
品詞：動詞
不完了体：посыла́ть
完了体：посла́ть
出典候補：第78回
状態：校正用・未確認",送る,посыла́ть — посла́ть,送る,動詞,посыла́ть,посла́ть,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0268,приглаша́ть — пригласи́ть,"答え：招待する
品詞：動詞
不完了体：приглаша́ть
完了体：пригласи́ть
出典候補：第84回
状態：校正用・未確認",招待する,приглаша́ть — пригласи́ть,招待する,動詞,приглаша́ть,пригласи́ть,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0269,отвеча́ть — отве́тить,"答え：答える
品詞：動詞
不完了体：отвеча́ть
完了体：отве́тить
出典候補：第86回
状態：校正用・未確認",答える,отвеча́ть — отве́тить,答える,動詞,отвеча́ть,отве́тить,86,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0270,сообща́ть — сообщи́ть,"答え：知らせる
品詞：動詞
不完了体：сообща́ть
完了体：сообщи́ть
出典候補：第62回
状態：校正用・未確認",知らせる,сообща́ть — сообщи́ть,知らせる,動詞,сообща́ть,сообщи́ть,62,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0271,переводи́ть — перевести́,"答え：翻訳する／移す
品詞：動詞
不完了体：переводи́ть
完了体：перевести́
出典候補：第72回
状態：校正用・未確認",翻訳する／移す,переводи́ть — перевести́,翻訳する／移す,動詞,переводи́ть,перевести́,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0272,учи́ть — вы́учить,"答え：学ぶ／覚える
品詞：動詞
不完了体：учи́ть
完了体：вы́учить
出典候補：第74回
状態：校正用・未確認",学ぶ／覚える,учи́ть — вы́учить,学ぶ／覚える,動詞,учи́ть,вы́учить,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0273,занима́ться — заня́ться,"答え：従事する／勉強する
品詞：動詞
不完了体：занима́ться
完了体：заня́ться
出典候補：第76回
状態：校正用・未確認",従事する／勉強する,занима́ться — заня́ться,従事する／勉強する,動詞,занима́ться,заня́ться,76,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0274,тренирова́ться — потренирова́ться,"答え：練習する
品詞：動詞
不完了体：тренирова́ться
完了体：потренирова́ться
出典候補：第78回
状態：校正用・未確認",練習する,тренирова́ться — потренирова́ться,練習する,動詞,тренирова́ться,потренирова́ться,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0275,поступа́ть — поступить,"答え：入学する／入る
品詞：動詞
不完了体：поступа́ть
完了体：поступить
出典候補：第84回
状態：校正用・未確認",入学する／入る,поступа́ть — поступить,入学する／入る,動詞,поступа́ть,поступить,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0276,прово́дить — провести́,"答え：過ごす／実施する
品詞：動詞
不完了体：прово́дить
完了体：провести́
出典候補：第60回
状態：校正用・未確認",過ごす／実施する,прово́дить — провести́,過ごす／実施する,動詞,прово́дить,провести́,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0277,провожа́ть — проводи́ть,"答え：見送る
品詞：動詞
不完了体：провожа́ть
完了体：проводи́ть
出典候補：第64回
状態：校正用・未確認",見送る,провожа́ть — проводи́ть,見送る,動詞,провожа́ть,проводи́ть,64,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0278,переезжа́ть — пере́ехать,"答え：引っ越す／渡る
品詞：動詞
不完了体：переезжа́ть
完了体：пере́ехать
出典候補：第74回
状態：校正用・未確認",引っ越す／渡る,переезжа́ть — пере́ехать,引っ越す／渡る,動詞,переезжа́ть,пере́ехать,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0279,поднима́ться — подня́ться,"答え：上がる／登る
品詞：動詞
不完了体：поднима́ться
完了体：подня́ться
出典候補：第76回
状態：校正用・未確認",上がる／登る,поднима́ться — подня́ться,上がる／登る,動詞,поднима́ться,подня́ться,76,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0280,опуска́ться — опусти́ться,"答え：下がる／降りる
品詞：動詞
不完了体：опуска́ться
完了体：опусти́ться
出典候補：第78回
状態：校正用・未確認",下がる／降りる,опуска́ться — опусти́ться,下がる／降りる,動詞,опуска́ться,опусти́ться,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0281,умыва́ться — умы́ться,"答え：顔を洗う
品詞：動詞
不完了体：умыва́ться
完了体：умы́ться
出典候補：第60回
状態：校正用・未確認",顔を洗う,умыва́ться — умы́ться,顔を洗う,動詞,умыва́ться,умы́ться,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0282,путеше́ствовать — попутеше́ствовать,"答え：旅行する
品詞：動詞
不完了体：путеше́ствовать
完了体：попутеше́ствовать
出典候補：第70回
状態：校正用・未確認",旅行する,путеше́ствовать — попутеше́ствовать,旅行する,動詞,путеше́ствовать,попутеше́ствовать,70,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0283,фотографи́ровать — сфотографи́ровать,"答え：写真を撮る
品詞：動詞
不完了体：фотографи́ровать
完了体：сфотографи́ровать
出典候補：第72回
状態：校正用・未確認",写真を撮る,фотографи́ровать — сфотографи́ровать,写真を撮る,動詞,фотографи́ровать,сфотографи́ровать,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0284,пла́вать — попла́вать,"答え：泳ぐ
品詞：動詞
不完了体：пла́вать
完了体：попла́вать
出典候補：第74回
状態：校正用・未確認",泳ぐ,пла́вать — попла́вать,泳ぐ,動詞,пла́вать,попла́вать,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0285,гуля́ть — погуля́ть,"答え：散歩する
品詞：動詞
不完了体：гуля́ть
完了体：погуля́ть
出典候補：第76回
状態：校正用・未確認",散歩する,гуля́ть — погуля́ть,散歩する,動詞,гуля́ть,погуля́ть,76,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0286,наблюда́ть — понаблюда́ть,"答え：観察する
品詞：動詞
不完了体：наблюда́ть
完了体：понаблюда́ть
出典候補：第78回
状態：校正用・未確認",観察する,наблюда́ть — понаблюда́ть,観察する,動詞,наблюда́ть,понаблюда́ть,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0287,влия́ть — повлия́ть,"答え：影響する
品詞：動詞
不完了体：влия́ть
完了体：повлия́ть
出典候補：第82回
状態：校正用・未確認",影響する,влия́ть — повлия́ть,影響する,動詞,влия́ть,повлия́ть,82,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0288,защища́ть — защити́ть,"答え：守る／保護する
品詞：動詞
不完了体：защища́ть
完了体：защити́ть
出典候補：第84回
状態：校正用・未確認",守る／保護する,защища́ть — защити́ть,守る／保護する,動詞,защища́ть,защити́ть,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0289,развива́ть — разви́ть,"答え：発展させる
品詞：動詞
不完了体：развива́ть
完了体：разви́ть
出典候補：第86回
状態：校正用・未確認",発展させる,развива́ть — разви́ть,発展させる,動詞,развива́ть,разви́ть,86,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0290,испо́льзовать — испо́льзовать,"答え：使用する
品詞：動詞
不完了体：испо́льзовать
完了体：испо́льзовать
出典候補：第60回
状態：校正用・未確認",使用する,испо́льзовать — испо́льзовать,使用する,動詞,испо́льзовать,испо́льзовать,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0291,пользова́ться — воспо́льзоваться,"答え：利用する
品詞：動詞
不完了体：пользова́ться
完了体：воспо́льзоваться
出典候補：第62回
状態：校正用・未確認",利用する,пользова́ться — воспо́льзоваться,利用する,動詞,пользова́ться,воспо́льзоваться,62,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0292,создава́ть — созда́ть,"答え：作る／創造する
品詞：動詞
不完了体：создава́ть
完了体：созда́ть
出典候補：第64回
状態：校正用・未確認",作る／創造する,создава́ть — созда́ть,作る／創造する,動詞,создава́ть,созда́ть,64,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0293,стро́ить — постро́ить,"答え：建てる／構築する
品詞：動詞
不完了体：стро́ить
完了体：постро́ить
出典候補：第66回
状態：校正用・未確認",建てる／構築する,стро́ить — постро́ить,建てる／構築する,動詞,стро́ить,постро́ить,66,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0294,расти́ — вы́расти,"答え：成長する／増える
品詞：動詞
不完了体：расти́
完了体：вы́расти
出典候補：第68回
状態：校正用・未確認",成長する／増える,расти́ — вы́расти,成長する／増える,動詞,расти́,вы́расти,68,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0295,страда́ть — пострада́ть,"答え：苦しむ／被害を受ける
品詞：動詞
不完了体：страда́ть
完了体：пострада́ть
出典候補：第72回
状態：校正用・未確認",苦しむ／被害を受ける,страда́ть — пострада́ть,苦しむ／被害を受ける,動詞,страда́ть,пострада́ть,72,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0296,интересова́ться — заинтересова́ться,"答え：興味を持つ
品詞：動詞
不完了体：интересова́ться
完了体：заинтересова́ться
出典候補：第74回
状態：校正用・未確認",興味を持つ,интересова́ться — заинтересова́ться,興味を持つ,動詞,интересова́ться,заинтересова́ться,74,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0297,улыба́ться — улыбну́ться,"答え：微笑む
品詞：動詞
不完了体：улыба́ться
完了体：улыбну́ться
出典候補：第78回
状態：校正用・未確認",微笑む,улыба́ться — улыбну́ться,微笑む,動詞,улыба́ться,улыбну́ться,78,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0298,пла́кать — запла́кать,"答え：泣く
品詞：動詞
不完了体：пла́кать
完了体：запла́кать
出典候補：第82回
状態：校正用・未確認",泣く,пла́кать — запла́кать,泣く,動詞,пла́кать,запла́кать,82,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0299,смея́ться — засмея́ться,"答え：笑う
品詞：動詞
不完了体：смея́ться
完了体：засмея́ться
出典候補：第84回
状態：校正用・未確認",笑う,смея́ться — засмея́ться,笑う,動詞,смея́ться,засмея́ться,84,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0300,мечта́ть — помечта́ть,"答え：夢見る
品詞：動詞
不完了体：мечта́ть
完了体：помечта́ть
出典候補：第86回
状態：校正用・未確認",夢見る,мечта́ть — помечта́ть,夢見る,動詞,мечта́ть,помечта́ть,86,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0301,наде́яться — понаде́яться,"答え：期待する／望む
品詞：動詞
不完了体：наде́яться
完了体：понаде́яться
出典候補：第60回
状態：校正用・未確認",期待する／望む,наде́яться — понаде́яться,期待する／望む,動詞,наде́яться,понаде́яться,60,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0302,понима́ть — поня́ть,"答え：理解する
品詞：動詞
不完了体：понима́ть
完了体：поня́ть
出典候補：第62回
状態：校正用・未確認",理解する,понима́ть — поня́ть,理解する,動詞,понима́ть,поня́ть,62,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
app500_m0303,ду́мать — подумать,"答え：考える
品詞：動詞
不完了体：ду́мать
完了体：подумать
出典候補：第64回
状態：校正用・未確認",考える,ду́мать — подумать,考える,動詞,ду́мать,подумать,64,文法II,russian2;動詞対;不完了体;完了体;校正用,yes,no
