master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0542,verb_pair,уменьша́ться — уме́ньшиться,уменьшаться — уменьшиться,減る,動詞,,,уменьшаться,уменьшиться,уменьшаться—уменьшиться,,74,露文和訳,人口,1,уменьшаться—уменьшиться,2,verb,ru→ja / ja→ru候補,уменьша́ться — уме́ньшиться,減る,"答え：減る
品詞：動詞
不完了体：уменьшаться
完了体：уменьшиться
出典候補：第74
状態：校正用・未確認",russian2,v04,verb,校正用,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0543,verb_pair,достига́ть — дости́чь,достигать — достичь,到達する・達成する,動詞,,,достигать,достичь,достигать—достичь,,74,文法I,経済発展,1,достигать—достичь,2,verb,ru→ja / ja→ru候補,достига́ть — дости́чь,到達する・達成する,"答え：到達する・達成する
品詞：動詞
不完了体：достигать
完了体：достичь
出典候補：第74
状態：校正用・未確認",russian2,v04,verb,校正用,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0544,verb_pair,хвали́ть — похвали́ть,хвалить — похвалить,褒める,動詞,,,хвалить,похвалить,хвалить—похвалить,,74,文法I,особая похвала,1,хвалить—похвалить,2,verb,ru→ja / ja→ru候補,хвали́ть — похвали́ть,褒める,"答え：褒める
品詞：動詞
不完了体：хвалить
完了体：похвалить
出典候補：第74
状態：校正用・未確認",russian2,v04,verb,校正用,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0545,verb_pair,критикова́ть — раскритикова́ть,критиковать — раскритиковать,批判する,動詞,,,критиковать,раскритиковать,критиковать—раскритиковать,,74候補,語彙,評価,1,критиковать—раскритиковать,2,verb,ru→ja / ja→ru候補,критикова́ть — раскритикова́ть,批判する,"答え：批判する
品詞：動詞
不完了体：критиковать
完了体：раскритиковать
出典候補：第74候補
状態：校正用・未確認",russian2,v04,verb,校正用,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0546,verb_pair,доказывать — доказа́ть,доказывать — доказать,証明する,動詞,,,доказывать,доказать,доказывать—доказать,,62候補,語彙,説明・論証,1,доказывать—доказать,2,verb,ru→ja / ja→ru候補,доказывать — доказа́ть,証明する,"答え：証明する
品詞：動詞
不完了体：доказывать
完了体：доказать
出典候補：第62候補
状態：校正用・未確認",russian2,v04,verb,校正用,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0547,verb_pair,обнару́живать — обнару́жить,обнаруживать — обнаружить,発見する,動詞,,,обнаруживать,обнаружить,обнаруживать—обнаружить,,70,露文和訳,新しい言語,1,обнаруживать—обнаружить,2,verb,ru→ja / ja→ru候補,обнару́живать — обнару́жить,発見する,"答え：発見する
品詞：動詞
不完了体：обнаруживать
完了体：обнаружить
出典候補：第70
状態：校正用・未確認",russian2,v04,verb,校正用,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0548,verb_pair,исследовать — иссле́довать,исследовать — исследовать,研究する・調査する,動詞,,,исследовать,исследовать,исследовать—исследовать,,70候補,読解,言語研究,1,исследовать—исследовать,2,verb,ru→ja / ja→ru候補,исследовать — иссле́довать,研究する・調査する,"答え：研究する・調査する
品詞：動詞
不完了体：исследовать
完了体：исследовать
出典候補：第70候補
状態：校正用・未確認",russian2,v04,verb,校正用,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0549,verb_pair,прогнозировать — спрогнози́ровать,прогнозировать — спрогнозировать,予報する・予測する,動詞,,,прогнозировать,спрогнозировать,прогнозировать—спрогнозировать,,70,文法I,天気予報,1,прогнозировать—спрогнозировать,2,verb,ru→ja / ja→ru候補,прогнозировать — спрогнози́ровать,予報する・予測する,"答え：予報する・予測する
品詞：動詞
不完了体：прогнозировать
完了体：спрогнозировать
出典候補：第70
状態：校正用・未確認",russian2,v04,verb,校正用,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0550,verb_pair,се́ять — посе́ять,сеять — посеять,種をまく,動詞,,,сеять,посеять,сеять—посеять,,70,文法I,農業・播種,1,сеять—посеять,2,verb,ru→ja / ja→ru候補,се́ять — посе́ять,種をまく,"答え：種をまく
品詞：動詞
不完了体：сеять
完了体：посеять
出典候補：第70
状態：校正用・未確認",russian2,v04,verb,校正用,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0551,verb_pair,разы́грываться — разыгра́ться,разыгрываться — разыграться,嵐などが起こる,動詞,,,разыгрываться,разыграться,разыгрываться—разыграться,,70,文法I,шторм,1,разыгрываться—разыграться,2,verb,ru→ja / ja→ru候補,разы́грываться — разыгра́ться,嵐などが起こる,"答え：嵐などが起こる
品詞：動詞
不完了体：разыгрываться
完了体：разыграться
出典候補：第70
状態：校正用・未確認",russian2,v04,verb,校正用,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0552,verb_pair,появля́ться — появи́ться,появляться — появиться,現れる,動詞,,,появляться,появиться,появляться—появиться,,70候補,語彙,自然・言語,1,появляться—появиться,2,verb,ru→ja / ja→ru候補,появля́ться — появи́ться,現れる,"答え：現れる
品詞：動詞
不完了体：появляться
完了体：появиться
出典候補：第70候補
状態：校正用・未確認",russian2,v04,verb,校正用,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0553,verb_pair,исчеза́ть — исче́знуть,исчезать — исчезнуть,消える,動詞,,,исчезать,исчезнуть,исчезать—исчезнуть,,70候補,語彙,自然・人口,1,исчезать—исчезнуть,2,verb,ru→ja / ja→ru候補,исчеза́ть — исче́знуть,消える,"答え：消える
品詞：動詞
不完了体：исчезать
完了体：исчезнуть
出典候補：第70候補
状態：校正用・未確認",russian2,v04,verb,校正用,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0554,verb_pair,жить — прожи́ть,жить — прожить,住む・生きる,動詞,,,жить,прожить,жить—прожить,,62,84,聴取,アパート・生活,1,жить—прожить,2,verb,ru→ja / ja→ru候補,жить — прожи́ть,住む・生きる,"答え：住む・生きる
品詞：動詞
不完了体：жить
完了体：прожить
出典候補：第62;84
状態：校正用・未確認",russian2,v04,verb,校正用,62,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0555,verb_pair,выжива́ть — вы́жить,выживать — выжить,生き残る,動詞,,,выживать,выжить,выживать—выжить,,70候補,語彙,災害,1,выживать—выжить,2,verb,ru→ja / ja→ru候補,выжива́ть — вы́жить,生き残る,"答え：生き残る
品詞：動詞
不完了体：выживать
完了体：выжить
出典候補：第70候補
状態：校正用・未確認",russian2,v04,verb,校正用,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0556,verb_pair,объединя́ть — объедини́ть,объединять — объединить,結合する・統合する,動詞,,,объединять,объединить,объединять—объединить,,74候補,語彙,社会,1,объединять—объединить,2,verb,ru→ja / ja→ru候補,объединя́ть — объедини́ть,結合する・統合する,"答え：結合する・統合する
品詞：動詞
不完了体：объединять
完了体：объединить
出典候補：第74候補
状態：校正用・未確認",russian2,v04,verb,校正用,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0557,verb_pair,разделя́ть — раздели́ть,разделять — разделить,分ける・共有する,動詞,,,разделять,разделить,разделять—разделить,,70候補,語彙,分類・区別,1,разделять—разделить,2,verb,ru→ja / ja→ru候補,разделя́ть — раздели́ть,分ける・共有する,"答え：分ける・共有する
品詞：動詞
不完了体：разделять
完了体：разделить
出典候補：第70候補
状態：校正用・未確認",russian2,v04,verb,校正用,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0558,verb_pair,принадлежа́ть — принадлежа́ть,принадлежать — принадлежать,属する,動詞,,,принадлежать,принадлежать,принадлежать—принадлежать,,74候補,語彙,所有・分類,1,принадлежать—принадлежать,2,verb,ru→ja / ja→ru候補,принадлежа́ть — принадлежа́ть,属する,"答え：属する
品詞：動詞
不完了体：принадлежать
完了体：принадлежать
出典候補：第74候補
状態：校正用・未確認",russian2,v04,verb,校正用,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0559,vocab,пове́рхность,поверхность,表面,名詞,女性,,,,,,84候補,文法I,地球・自然,1,поверхность,2,noun,ru→ja / ja→ru候補,пове́рхность,表面,"答え：表面
品詞：名詞
性：女性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0560,vocab,лу́ч,луч,光線,名詞,男性,,,,,,84候補,文法I,太陽光,1,луч,2,noun,ru→ja / ja→ru候補,лу́ч,光線,"答え：光線
品詞：名詞
性：男性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0561,vocab,рассе́яние,рассеяние,散乱,名詞,中性,,,,,,84,文法I,太陽光の散乱,1,рассеяние,2,noun,ru→ja / ja→ru候補,рассе́яние,散乱,"答え：散乱
品詞：名詞
性：中性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0562,vocab,прозра́чность,прозрачность,透明性,名詞,女性,,,,,,84候補,文法I,大気,1,прозрачность,2,noun,ru→ja / ja→ru候補,прозра́чность,透明性,"答え：透明性
品詞：名詞
性：女性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0563,vocab,жизнь,жизнь,生活・人生,名詞,女性,,,,,,70,74,62,読解,生活全般,1,жизнь,2,noun,ru→ja / ja→ru候補,жизнь,生活・人生,"答え：生活・人生
品詞：名詞
性：女性
出典候補：第70;74;62
状態：校正用・未確認",russian2,v04,校正用,noun,70,74,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,
m0564,vocab,мысль,мысль,考え,名詞,女性,,,,,,70,文法I,天気と考え,1,мысль,2,noun,ru→ja / ja→ru候補,мысль,考え,"答え：考え
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0565,vocab,челове́к,человек,人間,名詞,男性,,,,,,70,74,読解,人間,1,человек,2,noun,ru→ja / ja→ru候補,челове́к,人間,"答え：人間
品詞：名詞
性：男性
出典候補：第70;74
状態：校正用・未確認",russian2,v04,校正用,noun,70,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0566,vocab,власть,власть,力・支配,名詞,女性,,,,,,70,文法I,властен над погодой,1,власть,2,noun,ru→ja / ja→ru候補,власть,力・支配,"答え：力・支配
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0567,vocab,та́йна,таина,秘密,名詞,女性,,,,,,70,文法I,тайны погоды,1,таина,2,noun,ru→ja / ja→ru候補,та́йна,秘密,"答え：秘密
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0568,vocab,газе́та,газета,新聞,名詞,女性,,,,,,70,文法I,予報・新聞,1,газета,2,noun,ru→ja / ja→ru候補,газе́та,新聞,"答え：新聞
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0569,vocab,язы́к,язык,言語,名詞,男性,,,,,,70,62,74,読解,話し言葉・外国語,1,язык,2,noun,ru→ja / ja→ru候補,язы́к,言語,"答え：言語
品詞：名詞
性：男性
出典候補：第70;62;74
状態：校正用・未確認",russian2,v04,校正用,noun,70,62,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,
m0570,vocab,речь,речь,発話・話し言葉,名詞,女性,,,,,,70,露文和訳,разговорный язык,1,речь,2,noun,ru→ja / ja→ru候補,речь,発話・話し言葉,"答え：発話・話し言葉
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0571,vocab,сосе́д,сосед,隣人,名詞,男性,,,,,,70,聴取,猫を預ける,1,сосед,2,noun,ru→ja / ja→ru候補,сосе́д,隣人,"答え：隣人
品詞：名詞
性：男性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0572,vocab,гости́ница,гостиница,ホテル,名詞,女性,,,,,,70,聴取,海旅行,1,гостиница,2,noun,ru→ja / ja→ru候補,гости́ница,ホテル,"答え：ホテル
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0573,vocab,побере́жье,побережье,海岸,名詞,中性,,,,,,70,聴取,海旅行,1,побережье,2,noun,ru→ja / ja→ru候補,побере́жье,海岸,"答え：海岸
品詞：名詞
性：中性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0574,vocab,шоссе́,шоссе,高速道路,名詞,中性,,,,,,70,聴取,旅行,1,шоссе,2,noun,ru→ja / ja→ru候補,шоссе́,高速道路,"答え：高速道路
品詞：名詞
性：中性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0575,vocab,вид,вид,眺め・種類,名詞,男性,,,,,,70,聴取,景色,1,вид,2,noun,ru→ja / ja→ru候補,вид,眺め・種類,"答え：眺め・種類
品詞：名詞
性：男性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0576,vocab,фотогра́фия,фотография,写真,名詞,女性,,,,,,70,聴取,景色の写真,1,фотография,2,noun,ru→ja / ja→ru候補,фотогра́фия,写真,"答え：写真
品詞：名詞
性：女性
出典候補：第70
状態：校正用・未確認",russian2,v04,校正用,noun,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0577,vocab,уча́щийся,учащиися,生徒,名詞,男性,,,,,,84候補,読解,学校,1,учащиися,2,noun,ru→ja / ja→ru候補,уча́щийся,生徒,"答え：生徒
品詞：名詞
性：男性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0578,vocab,вре́мя го́да,время года,季節,名詞句,中性,,,,,,76,聴取,Времена года,1,время года,2,noun,ru→ja / ja→ru候補,вре́мя го́да,季節,"答え：季節
品詞：名詞句
性：中性
出典候補：第76
状態：校正用・未確認",russian2,v04,校正用,noun,76,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0579,vocab,роди́тель,родитель,親,名詞,男性,,,,,,84,露文和訳,親子の時間,1,родитель,2,noun,ru→ja / ja→ru候補,роди́тель,親,"答え：親
品詞：名詞
性：男性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0580,vocab,сове́т,совет,助言,名詞,男性,,,,,,84候補,露文和訳,助言,1,совет,2,noun,ru→ja / ja→ru候補,сове́т,助言,"答え：助言
品詞：名詞
性：男性
出典候補：第84候補
状態：校正用・未確認",russian2,v04,校正用,noun,84候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0581,vocab,иностра́нец,иностранец,外国人,名詞,男性,,,,,,84,70,文法III,観光客,1,иностранец,2,noun,ru→ja / ja→ru候補,иностра́нец,外国人,"答え：外国人
品詞：名詞
性：男性
出典候補：第84;70
状態：校正用・未確認",russian2,v04,校正用,noun,84,70,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0582,vocab,овертури́зм,овертуризм,オーバーツーリズム,名詞,男性,,,,,,84,文法III,富士山,1,овертуризм,2,noun,ru→ja / ja→ru候補,овертури́зм,オーバーツーリズム,"答え：オーバーツーリズム
品詞：名詞
性：男性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0583,vocab,киломе́тр,километр,キロメートル,名詞,男性,,,,,,84,文法III,100km,1,километр,2,noun,ru→ja / ja→ru候補,киломе́тр,キロメートル,"答え：キロメートル
品詞：名詞
性：男性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0584,vocab,иена,иена,円,名詞,女性,,,,,,84,文法III,2000円,1,иена,2,noun,ru→ja / ja→ru候補,иена,円,"答え：円
品詞：名詞
性：女性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0585,vocab,сезо́н,сезон,シーズン,名詞,男性,,,,,,84,文法III,登山期間,1,сезон,2,noun,ru→ja / ja→ru候補,сезо́н,シーズン,"答え：シーズン
品詞：名詞
性：男性
出典候補：第84
状態：校正用・未確認",russian2,v04,校正用,noun,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0586,vocab,поколе́ние,поколение,世代,名詞,中性,,,,,,74候補,露文和訳,人口,1,поколение,2,noun,ru→ja / ja→ru候補,поколе́ние,世代,"答え：世代
品詞：名詞
性：中性
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,noun,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0587,vocab,моде́ль,модель,モデル,名詞,女性,,,,,,74,文法I,理想モデル,1,модель,2,noun,ru→ja / ja→ru候補,моде́ль,モデル,"答え：モデル
品詞：名詞
性：女性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0588,vocab,ли́дер,лидер,リーダー,名詞,男性,,,,,,74,文法I,世界のリーダー,1,лидер,2,noun,ru→ja / ja→ru候補,ли́дер,リーダー,"答え：リーダー
品詞：名詞
性：男性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0589,vocab,заведе́ние,заведение,機関,名詞,中性,,,,,,74,文法I,высшее учебное заведение,1,заведение,2,noun,ru→ja / ja→ru候補,заведе́ние,機関,"答え：機関
品詞：名詞
性：中性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0590,vocab,ме́ра,мера,措置,名詞,女性,,,,,,74,文法I,крайняя мера,1,мера,2,noun,ru→ja / ja→ru候補,ме́ра,措置,"答え：措置
品詞：名詞
性：女性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0591,vocab,скри́пка,скрипка,ヴァイオリン,名詞,女性,,,,,,74,和文露訳,音楽,1,скрипка,2,noun,ru→ja / ja→ru候補,скри́пка,ヴァイオリン,"答え：ヴァイオリン
品詞：名詞
性：女性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0592,vocab,че́ловечность,человечность,人間性,名詞,女性,,,,,,74候補,和文露訳,音楽,1,человечность,2,noun,ru→ja / ja→ru候補,че́ловечность,人間性,"答え：人間性
品詞：名詞
性：女性
出典候補：第74候補
状態：校正用・未確認",russian2,v04,校正用,noun,74候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0593,vocab,сестра́,сестра,姉妹,名詞,女性,,,,,,74,聴取,Письмо сестре,1,сестра,2,noun,ru→ja / ja→ru候補,сестра́,姉妹,"答え：姉妹
品詞：名詞
性：女性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0594,vocab,муж,муж,夫,名詞,男性,,,,,,74,聴取,John,1,муж,2,noun,ru→ja / ja→ru候補,муж,夫,"答え：夫
品詞：名詞
性：男性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0595,vocab,преподава́тель,преподаватель,先生,名詞,男性,,,,,,74,聴取,先生,1,преподаватель,2,noun,ru→ja / ja→ru候補,преподава́тель,先生,"答え：先生
品詞：名詞
性：男性
出典候補：第74
状態：校正用・未確認",russian2,v04,校正用,noun,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0596,vocab,учёба,учеба,勉強・学業,名詞,女性,,,,,,62,84,読解,学習,1,учеба,2,noun,ru→ja / ja→ru候補,учёба,勉強・学業,"答え：勉強・学業
品詞：名詞
性：女性
出典候補：第62;84
状態：校正用・未確認",russian2,v04,校正用,noun,62,84,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0597,vocab,за́нятие,занятие,授業・活動,名詞,中性,,,,,,62候補,読解,学習,1,занятие,2,noun,ru→ja / ja→ru候補,за́нятие,授業・活動,"答え：授業・活動
品詞：名詞
性：中性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0598,vocab,систе́матичность,систематичность,体系性,名詞,女性,,,,,,62候補,露文和訳,毎日体系的に,1,систематичность,2,noun,ru→ja / ja→ru候補,систе́матичность,体系性,"答え：体系性
品詞：名詞
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0599,vocab,це́ль,цель,目的,名詞,女性,,,,,,62,74,読解,目的,1,цель,2,noun,ru→ja / ja→ru候補,це́ль,目的,"答え：目的
品詞：名詞
性：女性
出典候補：第62;74
状態：校正用・未確認",russian2,v04,校正用,noun,62,74,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,
m0600,vocab,специа́льность,специальность,専攻,名詞,女性,,,,,,62,文法I,専攻,1,специальность,2,noun,ru→ja / ja→ru候補,специа́льность,専攻,"答え：専攻
品詞：名詞
性：女性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0601,vocab,факульте́т,факультет,学部,名詞,男性,,,,,,62,文法I,学部,1,факультет,2,noun,ru→ja / ja→ru候補,факульте́т,学部,"答え：学部
品詞：名詞
性：男性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0602,vocab,уче́бное посо́бие,учебное пособие,教材,名詞句,中性,,,,,,62,文法I,教材,1,учебное пособие,2,noun,ru→ja / ja→ru候補,уче́бное посо́бие,教材,"答え：教材
品詞：名詞句
性：中性
出典候補：第62
状態：校正用・未確認",russian2,v04,校正用,noun,62,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.65,,,,,,
m0603,vocab,уче́бная литерату́ра,учебная литература,学習文献,名詞句,女性,,,,,,62候補,文法I,教材,1,учебная литература,2,noun,ru→ja / ja→ru候補,уче́бная литерату́ра,学習文献,"答え：学習文献
品詞：名詞句
性：女性
出典候補：第62候補
状態：校正用・未確認",russian2,v04,校正用,noun,62候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
m0604,vocab,сле́дствие,следствие,結果・帰結,名詞,中性,,,,,,70候補,語彙,因果,1,следствие,2,noun,ru→ja / ja→ru候補,сле́дствие,結果・帰結,"答え：結果・帰結
品詞：名詞
性：中性
出典候補：第70候補
状態：校正用・未確認",russian2,v04,校正用,noun,70候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.6,,,,,,
