master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence
m0970,vocab,фрукт,фрукт,果物,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,фрукт,2,fallback_vocab,ru→ja / ja→ru候補,фрукт,果物,"答え：果物
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0971,vocab,молоко,молоко,牛乳,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,молоко,2,fallback_vocab,ru→ja / ja→ru候補,молоко,牛乳,"答え：牛乳
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0972,vocab,хлеб,хлеб,パン,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,хлеб,2,fallback_vocab,ru→ja / ja→ru候補,хлеб,パン,"答え：パン
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0973,vocab,рис,рис,米,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,рис,2,fallback_vocab,ru→ja / ja→ru候補,рис,米,"答え：米
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0974,vocab,соль,соль,塩,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,соль,2,fallback_vocab,ru→ja / ja→ru候補,соль,塩,"答え：塩
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0975,vocab,са́хар,сахар,砂糖,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,сахар,2,fallback_vocab,ru→ja / ja→ru候補,са́хар,砂糖,"答え：砂糖
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0976,vocab,спорт,спорт,スポーツ,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,спорт,2,fallback_vocab,ru→ja / ja→ru候補,спорт,スポーツ,"答え：スポーツ
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0977,vocab,соревнова́ние,соревнование,競技会,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,соревнование,2,fallback_vocab,ru→ja / ja→ru候補,соревнова́ние,競技会,"答え：競技会
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0978,vocab,побе́да,победа,勝利,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,победа,2,fallback_vocab,ru→ja / ja→ru候補,побе́да,勝利,"答え：勝利
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0979,vocab,пораже́ние,поражение,敗北,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,поражение,2,fallback_vocab,ru→ja / ja→ru候補,пораже́ние,敗北,"答え：敗北
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0980,vocab,кома́нда,команда,チーム,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,команда,2,fallback_vocab,ru→ja / ja→ru候補,кома́нда,チーム,"答え：チーム
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0981,vocab,уча́стник,участник,参加者,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,участник,2,fallback_vocab,ru→ja / ja→ru候補,уча́стник,参加者,"答え：参加者
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0982,vocab,зритель,зритель,観客,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,зритель,2,fallback_vocab,ru→ja / ja→ru候補,зритель,観客,"答え：観客
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0983,vocab,сце́на,сцена,舞台,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,сцена,2,fallback_vocab,ru→ja / ja→ru候補,сце́на,舞台,"答え：舞台
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0984,vocab,фильм,фильм,映画,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,фильм,2,fallback_vocab,ru→ja / ja→ru候補,фильм,映画,"答え：映画
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0985,vocab,теа́тр,театр,劇場,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,театр,2,fallback_vocab,ru→ja / ja→ru候補,теа́тр,劇場,"答え：劇場
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0986,vocab,музе́й,музеи,博物館,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,музеи,2,fallback_vocab,ru→ja / ja→ru候補,музе́й,博物館,"答え：博物館
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0987,vocab,вы́ставка,выставка,展覧会,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,выставка,2,fallback_vocab,ru→ja / ja→ru候補,вы́ставка,展覧会,"答え：展覧会
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0988,vocab,би́лет,билет,切符・チケット,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,билет,2,fallback_vocab,ru→ja / ja→ru候補,би́лет,切符・チケット,"答え：切符・チケット
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0989,vocab,самолёт,самолет,飛行機,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,самолет,2,fallback_vocab,ru→ja / ja→ru候補,самолёт,飛行機,"答え：飛行機
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0990,vocab,по́ездка,поездка,旅行・移動,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,поездка,2,fallback_vocab,ru→ja / ja→ru候補,по́ездка,旅行・移動,"答え：旅行・移動
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0991,vocab,бага́ж,багаж,荷物,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,багаж,2,fallback_vocab,ru→ja / ja→ru候補,бага́ж,荷物,"答え：荷物
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0992,vocab,па́спорт,паспорт,パスポート,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,паспорт,2,fallback_vocab,ru→ja / ja→ru候補,па́спорт,パスポート,"答え：パスポート
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0993,vocab,грани́ца,граница,国境,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,граница,2,fallback_vocab,ru→ja / ja→ru候補,грани́ца,国境,"答え：国境
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0994,vocab,переводчик,переводчик,翻訳者・通訳者,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,переводчик,2,fallback_vocab,ru→ja / ja→ru候補,переводчик,翻訳者・通訳者,"答え：翻訳者・通訳者
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0995,vocab,слова́рь,словарь,辞書,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,словарь,2,fallback_vocab,ru→ja / ja→ru候補,слова́рь,辞書,"答え：辞書
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0996,vocab,ауди́рование,аудирование,聴解,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,аудирование,2,fallback_vocab,ru→ja / ja→ru候補,ауди́рование,聴解,"答え：聴解
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0997,vocab,произноше́ние,произношение,発音,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,произношение,2,fallback_vocab,ru→ja / ja→ru候補,произноше́ние,発音,"答え：発音
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0998,vocab,ударе́ние,ударение,アクセント,名詞,中性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,ударение,2,fallback_vocab,ru→ja / ja→ru候補,ударе́ние,アクセント,"答え：アクセント
品詞：名詞
性：中性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m0999,vocab,звук,звук,音,名詞,男性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,звук,2,fallback_vocab,ru→ja / ja→ru候補,звук,音,"答え：音
品詞：名詞
性：男性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m1000,vocab,буква,буква,文字,名詞,女性,,,,,,60-86候補,語彙/作文,v04追加・頻出語彙・出典要確認,1,буква,2,fallback_vocab,ru→ja / ja→ru候補,буква,文字,"答え：文字
品詞：名詞
性：女性
出典候補：第60-86候補
状態：校正用・未確認",russian2;v04;校正用;fallback_vocab;60-86候補,yes,未確認,v04追加。出典回・アクセント・訳語・品詞を要確認。動詞は体ペアとして校正。,no,,0.60
m1001,verb_pair,анализи́ровать — проанализи́ровать,анализировать — проанализировать,分析する,動詞,,,анализи́ровать,проанализи́ровать,анализировать—проанализировать,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,анализировать—проанализировать,2,v05_verb_pair,ru→ja / ja→ru候補,анализи́ровать — проанализи́ровать,分析する,"答え：分析する
品詞：動詞
体ペア：анализи́ровать / проанализи́ровать
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1002,verb_pair,докла́дывать — доложи́ть,докладывать — доложить,報告する,動詞,,,докла́дывать,доложи́ть,докладывать—доложить,кому о чём,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,докладывать—доложить,2,v05_verb_pair,ru→ja / ja→ru候補,докла́дывать — доложи́ть,報告する,"答え：報告する
品詞：動詞
体ペア：докла́дывать / доложи́ть
格支配：кому о чём
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1003,verb_pair,уточня́ть — уточни́ть,уточнять — уточнить,明確にする・確認する,動詞,,,уточня́ть,уточни́ть,уточнять—уточнить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,уточнять—уточнить,2,v05_verb_pair,ru→ja / ja→ru候補,уточня́ть — уточни́ть,明確にする・確認する,"答え：明確にする・確認する
品詞：動詞
体ペア：уточня́ть / уточни́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1004,verb_pair,измеря́ть — изме́рить,измерять — измерить,測定する,動詞,,,измеря́ть,изме́рить,измерять—измерить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,измерять—измерить,2,v05_verb_pair,ru→ja / ja→ru候補,измеря́ть — изме́рить,測定する,"答え：測定する
品詞：動詞
体ペア：измеря́ть / изме́рить
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1005,verb_pair,наблюда́ть — пронаблюда́ть,наблюдать — пронаблюдать,観測する・観察する,動詞,,,наблюда́ть,пронаблюда́ть,наблюдать—пронаблюдать,за чем,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,наблюдать—пронаблюдать,2,v05_verb_pair,ru→ja / ja→ru候補,наблюда́ть — пронаблюда́ть,観測する・観察する,"答え：観測する・観察する
品詞：動詞
体ペア：наблюда́ть / пронаблюда́ть
格支配：за чем
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1006,verb_pair,распознава́ть — распозна́ть,распознавать — распознать,識別する・認識する,動詞,,,распознава́ть,распозна́ть,распознавать—распознать,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,распознавать—распознать,2,v05_verb_pair,ru→ja / ja→ru候補,распознава́ть — распозна́ть,識別する・認識する,"答え：識別する・認識する
品詞：動詞
体ペア：распознава́ть / распозна́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1007,verb_pair,определя́ть — определи́ть,определять — определить,決定する・特定する,動詞,,,определя́ть,определи́ть,определять—определить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,определять—определить,2,v05_verb_pair,ru→ja / ja→ru候補,определя́ть — определи́ть,決定する・特定する,"答え：決定する・特定する
品詞：動詞
体ペア：определя́ть / определи́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1008,verb_pair,выясня́ть — вы́яснить,выяснять — выяснить,解明する・明らかにする,動詞,,,выясня́ть,вы́яснить,выяснять—выяснить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,выяснять—выяснить,2,v05_verb_pair,ru→ja / ja→ru候補,выясня́ть — вы́яснить,解明する・明らかにする,"答え：解明する・明らかにする
品詞：動詞
体ペア：выясня́ть / вы́яснить
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1009,verb_pair,предлага́ть — предложи́ть,предлагать — предложить,提案する,動詞,,,предлага́ть,предложи́ть,предлагать—предложить,кому что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,предлагать—предложить,2,v05_verb_pair,ru→ja / ja→ru候補,предлага́ть — предложи́ть,提案する,"答え：提案する
品詞：動詞
体ペア：предлага́ть / предложи́ть
格支配：кому что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1010,verb_pair,отклоня́ть — отклони́ть,отклонять — отклонить,却下する,動詞,,,отклоня́ть,отклони́ть,отклонять—отклонить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,отклонять—отклонить,2,v05_verb_pair,ru→ja / ja→ru候補,отклоня́ть — отклони́ть,却下する,"答え：却下する
品詞：動詞
体ペア：отклоня́ть / отклони́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1011,verb_pair,подтвержда́ть — подтверди́ть,подтверждать — подтвердить,確認する・裏付ける,動詞,,,подтвержда́ть,подтверди́ть,подтверждать—подтвердить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,подтверждать—подтвердить,2,v05_verb_pair,ru→ja / ja→ru候補,подтвержда́ть — подтверди́ть,確認する・裏付ける,"答え：確認する・裏付ける
品詞：動詞
体ペア：подтвержда́ть / подтверди́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1012,verb_pair,отрица́ть — отри́нуть,отрицать — отринуть,否定する,動詞,,,отрица́ть,отри́нуть,отрицать—отринуть,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,отрицать—отринуть,2,v05_verb_pair,ru→ja / ja→ru候補,отрица́ть — отри́нуть,否定する,"答え：否定する
品詞：動詞
体ペア：отрица́ть / отри́нуть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1013,verb_pair,предупрежда́ть — предупреди́ть,предупреждать — предупредить,警告する,動詞,,,предупрежда́ть,предупреди́ть,предупреждать—предупредить,кого о чём,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,предупреждать—предупредить,2,v05_verb_pair,ru→ja / ja→ru候補,предупрежда́ть — предупреди́ть,警告する,"答え：警告する
品詞：動詞
体ペア：предупрежда́ть / предупреди́ть
格支配：кого о чём
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1014,verb_pair,наруша́ть — нару́шить,нарушать — нарушить,破る・侵害する,動詞,,,наруша́ть,нару́шить,нарушать—нарушить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,нарушать—нарушить,2,v05_verb_pair,ru→ja / ja→ru候補,наруша́ть — нару́шить,破る・侵害する,"答え：破る・侵害する
品詞：動詞
体ペア：наруша́ть / нару́шить
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1015,verb_pair,восстана́вливать — восстанови́ть,восстанавливать — восстановить,復旧する・回復する,動詞,,,восстана́вливать,восстанови́ть,восстанавливать—восстановить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,восстанавливать—восстановить,2,v05_verb_pair,ru→ja / ja→ru候補,восстана́вливать — восстанови́ть,復旧する・回復する,"答え：復旧する・回復する
品詞：動詞
体ペア：восстана́вливать / восстанови́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1016,verb_pair,сохраня́ть — сохрани́ть,сохранять — сохранить,保存する・維持する,動詞,,,сохраня́ть,сохрани́ть,сохранять—сохранить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,сохранять—сохранить,2,v05_verb_pair,ru→ja / ja→ru候補,сохраня́ть — сохрани́ть,保存する・維持する,"答え：保存する・維持する
品詞：動詞
体ペア：сохраня́ть / сохрани́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1017,verb_pair,удаля́ть — удали́ть,удалять — удалить,削除する,動詞,,,удаля́ть,удали́ть,удалять—удалить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,удалять—удалить,2,v05_verb_pair,ru→ja / ja→ru候補,удаля́ть — удали́ть,削除する,"答え：削除する
品詞：動詞
体ペア：удаля́ть / удали́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1018,verb_pair,загружа́ть — загрузи́ть,загружать — загрузить,読み込む・アップロードする,動詞,,,загружа́ть,загрузи́ть,загружать—загрузить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,загружать—загрузить,2,v05_verb_pair,ru→ja / ja→ru候補,загружа́ть — загрузи́ть,読み込む・アップロードする,"答え：読み込む・アップロードする
品詞：動詞
体ペア：загружа́ть / загрузи́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1019,verb_pair,ска́чивать — скача́ть,скачивать — скачать,ダウンロードする,動詞,,,ска́чивать,скача́ть,скачивать—скачать,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,скачивать—скачать,2,v05_verb_pair,ru→ja / ja→ru候補,ска́чивать — скача́ть,ダウンロードする,"答え：ダウンロードする
品詞：動詞
体ペア：ска́чивать / скача́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1020,verb_pair,подключа́ть — подключи́ть,подключать — подключить,接続する,動詞,,,подключа́ть,подключи́ть,подключать—подключить,что к чему,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,подключать—подключить,2,v05_verb_pair,ru→ja / ja→ru候補,подключа́ть — подключи́ть,接続する,"答え：接続する
品詞：動詞
体ペア：подключа́ть / подключи́ть
格支配：что к чему
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
m1021,verb_pair,отключа́ть — отключи́ть,отключать — отключить,切断する,動詞,,,отключа́ть,отключи́ть,отключать—отключить,что,60-86候補,文法II/作文,v05追加・動詞体ペア・出典要確認,1,отключать—отключить,2,v05_verb_pair,ru→ja / ja→ru候補,отключа́ть — отключи́ть,切断する,"答え：切断する
品詞：動詞
体ペア：отключа́ть / отключи́ть
格支配：что
出典候補：第60-86候補
状態：校正用・未確認",russian2;v05;校正用;v05_verb_pair;60-86候補,yes,未確認,v05追加。出典回・アクセント・訳語・品詞・格支配を要確認。動詞は不完了体/完了体ペアとして校正。,no,,0.60
